codeName,full_code,marketName,short_code
코렌텍,KR7104540000,KOSDAQ,A104540
코리아나,KR7027050004,KOSDAQ,A027050
코리아써우,KR7007811003,KOSPI,A007815
코리아써키트,KR7007810005,KOSPI,A007810
코리아써키트2우B,KR700781K015,KOSPI,A00781K
코리아에스이,KR7101670008,KOSDAQ,A101670
코리아에프티,KR7123410003,KOSDAQ,A123410
코리아오토글라스,KR7152330007,KOSPI,A152330
코리안리,KR7003690005,KOSPI,A003690
코맥스,KR7036690006,KOSDAQ,A036690
코메론,KR7049430002,KOSDAQ,A049430
코미코,KR7183300003,KOSDAQ,A183300
코미팜,KR7041960006,KOSDAQ,A041960
코세스,KR7089890008,KOSDAQ,A089890
코센,KR7009730003,KOSDAQ,A009730
코셋,KR7189350002,KONEX,A189350
코스맥스,KR7192820009,KOSPI,A192820
코스맥스비티아이,KR7044820009,KOSPI,A044820
코스맥스엔비티,KR7222040008,KOSDAQ,A222040
코스메카코리아,KR7241710003,KOSDAQ,A241710
코스모신소재,KR7005070008,KOSPI,A005070
코스모화학,KR7005420005,KOSPI,A005420
코스온,KR7069110005,KOSDAQ,A069110
코아스,KR7071950000,KOSPI,A071950
코아스템,KR7166480004,KOSDAQ,A166480
코아시아,KR7045970001,KOSDAQ,A045970
코엔텍,KR7029960002,KOSDAQ,A029960
코오롱,KR7002020006,KOSPI,A002020
코오롱글로벌,KR7003070000,KOSPI,A003070
코오롱글로벌우,KR7003071008,KOSPI,A003075
코오롱머티리얼,KR7144620002,KOSPI,A144620
코오롱생명과학,KR7102940004,KOSDAQ,A102940
코오롱우,KR7002021004,KOSPI,A002025
코오롱인더,KR7120110002,KOSPI,A120110
코오롱인더우,KR7120111000,KOSPI,A120115
코오롱티슈진,KR8840120008,KOSDAQ,A950160
코오롱플라스틱,KR7138490008,KOSPI,A138490
코웰패션,KR7033290008,KOSDAQ,A033290
코위버,KR7056360001,KOSDAQ,A056360
코이즈,KR7121850002,KOSDAQ,A121850
코콤,KR7015710007,KOSDAQ,A015710
코텍,KR7052330008,KOSDAQ,A052330
코프라,KR7126600006,KOSDAQ,A126600
콜마비앤에이치,KR7200130003,KOSDAQ,A200130
콤텍시스템,KR7031820004,KOSPI,A031820
쿠첸,KR7225650001,KOSDAQ,A225650
쿠쿠홀딩스,KR7192400000,KOSPI,A192400
쿠쿠홈시스,KR7284740008,KOSPI,A284740
큐렉소,KR7060280005,KOSDAQ,A060280
큐로,KR7015590003,KOSPI,A015590
큐로컴,KR7040350001,KOSDAQ,A040350
큐로홀딩스,KR7051780005,KOSDAQ,A051780
큐리언트,KR7115180002,KOSDAQ,A115180
큐브엔터,KR7182360008,KOSDAQ,A182360
큐에스아이,KR7066310004,KOSDAQ,A066310
큐엠씨,KR7136660008,KONEX,A136660
큐캐피탈,KR7016600009,KOSDAQ,A016600
크라운제과,KR7264900002,KOSPI,A264900
크라운제과우,KR726490K013,KOSPI,A26490K
크라운해태홀딩스,KR7005740006,KOSPI,A005740
크라운해태홀딩스우,KR7005741004,KOSPI,A005745
크로넥스,KR7215570003,KONEX,A215570
크로바하이텍,KR7043590009,KOSDAQ,A043590
크루셜텍,KR7114120009,KOSDAQ,A114120
크리스에프앤씨,KR7110790003,KOSDAQ,A110790
크리스탈,KR7083790006,KOSDAQ,A083790
크리스탈신소재,KYG2115T1076,KOSDAQ,A900250
크린앤사이언스,KR7045520004,KOSDAQ,A045520
클래시스,KR7214150005,KOSDAQ,A214150
클리오,KR7237880000,KOSDAQ,A237880
키네마스터,KR7139670004,KOSDAQ,A139670
키다리스튜디오,KR7020120002,KOSPI,A020120
키움제5호스팩,KR7311270003,KOSDAQ,A311270
키움증권,KR7039490008,KOSPI,A039490
키위미디어그룹,KR7012170007,KOSPI,A012170
키이스트,KR7054780002,KOSDAQ,A054780
타이거일렉,KR7219130002,KOSDAQ,A219130
탑선,KR7180060006,KONEX,A180060
탑엔지니어링,KR7065130007,KOSDAQ,A065130
태경산업,KR7015890007,KOSPI,A015890
태경화학,KR7006890008,KOSPI,A006890
태광,KR7023160005,KOSDAQ,A023160
태광산업,KR7003240009,KOSPI,A003240
태림포장,KR7011280005,KOSPI,A011280
태양,KR7053620001,KOSDAQ,A053620
태양금속,KR7004100004,KOSPI,A004100
태양금속우,KR7004101002,KOSPI,A004105
태양기계,KR7116100009,KONEX,A116100
태영건설,KR7009410002,KOSPI,A009410
태영건설우,KR7009411000,KOSPI,A009415
태웅,KR7044490001,KOSDAQ,A044490
태원물산,KR7001420009,KOSPI,A001420
태평양물산,KR7007980006,KOSPI,A007980
테고사이언스,KR7191420009,KOSDAQ,A191420
테라셈,KR7182690008,KOSDAQ,A182690
테라젠이텍스,KR7066700006,KOSDAQ,A066700
테스,KR7095610002,KOSDAQ,A095610
테스나,KR7131970006,KOSDAQ,A131970
테이팩스,KR7055490007,KOSPI,A055490
테크엔,KR7308700004,KONEX,A308700
테크윙,KR7089030001,KOSDAQ,A089030
테크트랜스,KR7258050004,KONEX,A258050
텔레칩스,KR7054450002,KOSDAQ,A054450
텔레필드,KR7091440008,KOSDAQ,A091440
텔코웨어,KR7078000007,KOSPI,A078000
텔콘RF제약,KR7200230001,KOSDAQ,A200230
토니모리,KR7214420002,KOSPI,A214420
토박스코리아,KR7215480005,KOSDAQ,A215480
토비스,KR7051360006,KOSDAQ,A051360
토탈소프트,KR7045340007,KOSDAQ,A045340
톱텍,KR7108230004,KOSDAQ,A108230
투비소프트,KR7079970000,KOSDAQ,A079970
툴젠,KR7199800004,KONEX,A199800
트루윈,KR7105550008,KOSDAQ,A105550
특수건설,KR7026150003,KOSDAQ,A026150
티로보틱스,KR7117730002,KOSDAQ,A117730
티비씨,KR7033830001,KOSDAQ,A033830
티씨엠생명과학,KR7228180006,KONEX,A228180
티씨케이,KR7064760002,KOSDAQ,A064760
티앤알바이오팹,KR7246710008,KOSDAQ,A246710
티에스아이,KR7277880001,KONEX,A277880
티에스이,KR7131290009,KOSDAQ,A131290
티에이치엔,KR7019180009,KOSPI,A019180
티엘아이,KR7062860002,KOSDAQ,A062860
티웨이항공,KR7091810002,KOSPI,A091810
티웨이홀딩스,KR7004870002,KOSPI,A004870
티케이씨,KR7191600006,KONEX,A191600
티케이케미칼,KR7104480009,KOSDAQ,A104480
티티씨디펜스,KR7309900009,KONEX,A309900
티플랙스,KR7081150005,KOSDAQ,A081150
티피씨글로벌,KR7130740004,KOSDAQ,A130740
틸론,KR7217880004,KONEX,A217880
팅크웨어,KR7084730001,KOSDAQ,A084730
파나진,KR7046210001,KOSDAQ,A046210
파라다이스,KR7034230003,KOSDAQ,A034230
파라텍,KR7033540006,KOSDAQ,A033540
파루,KR7043200005,KOSDAQ,A043200
파마리서치바이오,KR7217950005,KONEX,A217950
파마리서치프로덕트,KR7214450009,KOSDAQ,A214450
파멥신,KR7208340000,KOSDAQ,A208340
파미셀,KR7005690003,KOSPI,A005690
파버나인,KR7177830007,KOSDAQ,A177830
파세코,KR7037070000,KOSDAQ,A037070
파수닷컴,KR7150900009,KOSDAQ,A150900
파워넷,KR7037030004,KOSDAQ,A037030
파워로직스,KR7047310008,KOSDAQ,A047310
파워풀엑스,KR7266870005,KONEX,A266870
파이오링크,KR7170790000,KOSDAQ,A170790
파인넥스,KR7123260002,KOSDAQ,A123260
파인디앤씨,KR7049120009,KOSDAQ,A049120
파인디지털,KR7038950002,KOSDAQ,A038950
파인이엠텍,KR7278990007,KONEX,A278990
파인테크닉스,KR7106240005,KOSDAQ,A106240
파인텍,KR7131760001,KOSDAQ,A131760
파커스,KR7065690000,KOSDAQ,A065690
파크시스템스,KR7140860008,KOSDAQ,A140860
파트론,KR7091700005,KOSDAQ,A091700
파티게임즈,KR7194510004,KOSDAQ,A194510
팍스넷,KR7038160008,KOSDAQ,A038160
판도라티비,KR7202960001,KONEX,A202960
판타지오,KR7032800005,KOSDAQ,A032800
팜스웰바이오,KR7043090000,KOSDAQ,A043090
팜스코,KR7036580009,KOSPI,A036580
팜스토리,KR7027710003,KOSDAQ,A027710
패션플랫폼,KR7225590009,KOSDAQ,A225590
팬스타엔터프라이즈,KR7054300009,KOSDAQ,A054300
팬엔터테인먼트,KR7068050004,KOSDAQ,A068050
팬오션,KR7028670008,KOSPI,A028670
팬젠,KR7222110009,KOSDAQ,A222110
퍼스텍,KR7010820009,KOSPI,A010820
퍼시스,KR7016800005,KOSPI,A016800
퍼시픽바이오,KR7060900008,KOSDAQ,A060900
펄어비스,KR7263750002,KOSDAQ,A263750
펌텍코리아,KR7251970000,KOSDAQ,A251970
페이퍼코리아,KR7001020007,KOSPI,A001020
펩트론,KR7087010005,KOSDAQ,A087010
평화산업,KR7090080003,KOSPI,A090080
평화정공,KR7043370006,KOSDAQ,A043370
평화홀딩스,KR7010770006,KOSPI,A010770
포레스팅블록체인,KR7227420007,KONEX,A227420
